jid,title,location,proj_quals,job_desc,start_date,end_date
J0704,Data Scientist,Da Nang,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,3/6/2025,6/23/2025
J0705,Project Manager,Da Nang,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,1/7/2025,8/25/2025
J0706,Project Manager,Hanoi,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,1/19/2025,8/18/2025
J0707,Software Engineer,Hanoi,"Machine Learning, Python, Data Visualization",Analyze data and visualize results.,1/26/2025,8/15/2025
J0708,Marketing Specialist,Da Nang,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,4/6/2025,9/1/2025
J0709,Project Manager,Ho Chi Minh,"Leadership, Project Planning, Excel",Analyze data and visualize results.,4/7/2025,9/6/2025
J0710,Software Engineer,Hanoi,"Java, SQL, Communication",Develop predictive models and report insights.,2/16/2025,7/22/2025
J0711,Marketing Specialist,Da Nang,"Machine Learning, Python, Data Visualization",Analyze data and visualize results.,4/4/2025,7/7/2025
J0712,Software Engineer,Hanoi,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,3/19/2025,8/8/2025
J0713,Software Engineer,Hanoi,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,1/13/2025,6/14/2025
J0714,Data Scientist,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,1/16/2025,7/7/2025
J0715,Data Analyst,Da Nang,"Python, SQL, Power BI",Analyze data and visualize results.,2/20/2025,7/20/2025
J0716,Data Analyst,Da Nang,"Python, SQL, Power BI",Analyze data and visualize results.,3/11/2025,8/31/2025
J0717,Data Analyst,Da Nang,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,3/30/2025,8/23/2025
J0718,Software Engineer,Da Nang,"Java, SQL, Communication",Develop predictive models and report insights.,3/9/2025,6/23/2025
J0719,Project Manager,Da Nang,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,3/25/2025,7/9/2025
J0720,Data Analyst,Hanoi,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,3/12/2025,8/14/2025
J0721,Project Manager,Hanoi,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,3/6/2025,8/28/2025
J0722,Marketing Specialist,Hanoi,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,3/14/2025,6/1/2025
J0723,Data Analyst,Hanoi,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,1/14/2025,8/12/2025
J0724,Software Engineer,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,2/14/2025,6/10/2025
J0725,Data Scientist,Ho Chi Minh,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,2/9/2025,8/21/2025
J0726,Software Engineer,Da Nang,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,3/22/2025,7/3/2025
J0727,Project Manager,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,3/11/2025,8/11/2025
J0728,Marketing Specialist,Hanoi,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,3/9/2025,8/25/2025
J0729,Software Engineer,Hanoi,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,2/9/2025,8/10/2025
J0730,Data Scientist,Hanoi,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,1/19/2025,8/26/2025
J0731,Data Scientist,Hanoi,"Leadership, Project Planning, Excel",Analyze data and visualize results.,1/6/2025,9/7/2025
J0732,Marketing Specialist,Hanoi,"Python, SQL, Power BI",Develop backend systems and maintain performance.,4/8/2025,7/27/2025
J0733,Data Analyst,Da Nang,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,3/28/2025,8/17/2025
J0734,Software Engineer,Da Nang,"Python, SQL, Power BI",Develop predictive models and report insights.,3/21/2025,6/15/2025
J0735,Software Engineer,Hanoi,"Java, SQL, Communication",Analyze data and visualize results.,4/3/2025,7/7/2025
J0736,Data Scientist,Da Nang,"Python, SQL, Power BI",Design and execute marketing campaigns.,3/8/2025,8/28/2025
J0737,Project Manager,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,2/27/2025,7/25/2025
J0738,Software Engineer,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,2/25/2025,8/1/2025
J0739,Data Scientist,Hanoi,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,2/13/2025,6/28/2025
J0740,Project Manager,Da Nang,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,2/18/2025,8/16/2025
J0741,Data Analyst,Hanoi,"Leadership, Project Planning, Excel",Manage project timelines and coordinate teams.,3/2/2025,9/1/2025
J0742,Data Analyst,Da Nang,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,2/24/2025,8/10/2025
J0743,Data Scientist,Hanoi,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,3/9/2025,6/30/2025
J0744,Data Scientist,Hanoi,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,3/4/2025,9/2/2025
J0745,Data Analyst,Hanoi,"Leadership, Project Planning, Excel",Analyze data and visualize results.,1/1/2025,7/28/2025
J0746,Data Scientist,Ho Chi Minh,"Java, SQL, Communication",Analyze data and visualize results.,3/2/2025,8/10/2025
J0747,Marketing Specialist,Da Nang,"Java, SQL, Communication",Design and execute marketing campaigns.,1/14/2025,7/23/2025
J0748,Software Engineer,Da Nang,"Java, SQL, Communication",Design and execute marketing campaigns.,2/7/2025,6/27/2025
J0749,Marketing Specialist,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,1/14/2025,6/4/2025
J0750,Project Manager,Ho Chi Minh,"Python, SQL, Power BI",Develop backend systems and maintain performance.,1/5/2025,7/8/2025
J0751,Data Scientist,Da Nang,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,2/26/2025,8/30/2025
J0752,Data Scientist,Da Nang,"Java, SQL, Communication",Develop backend systems and maintain performance.,2/7/2025,6/9/2025
J0753,Project Manager,Hanoi,"Python, SQL, Power BI",Develop backend systems and maintain performance.,2/26/2025,7/6/2025
J0754,Software Engineer,Hanoi,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,3/2/2025,6/15/2025
J0755,Data Analyst,Da Nang,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,4/11/2025,7/21/2025
J0756,Marketing Specialist,Da Nang,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,2/10/2025,6/21/2025
J0757,Software Engineer,Hanoi,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,3/26/2025,6/30/2025
J0758,Data Analyst,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,3/18/2025,6/27/2025
J0759,Data Analyst,Da Nang,"Python, SQL, Power BI",Develop backend systems and maintain performance.,1/1/2025,6/11/2025
J0760,Data Scientist,Da Nang,"Python, SQL, Power BI",Analyze data and visualize results.,2/2/2025,7/8/2025
J0761,Project Manager,Ho Chi Minh,"Leadership, Project Planning, Excel",Analyze data and visualize results.,3/23/2025,6/18/2025
J0762,Data Scientist,Ho Chi Minh,"Java, SQL, Communication",Design and execute marketing campaigns.,4/7/2025,6/11/2025
J0763,Project Manager,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,3/20/2025,6/11/2025
J0764,Data Scientist,Da Nang,"Python, SQL, Power BI",Develop backend systems and maintain performance.,2/6/2025,8/13/2025
J0765,Marketing Specialist,Da Nang,"Java, SQL, Communication",Design and execute marketing campaigns.,3/12/2025,8/10/2025
J0766,Data Scientist,Da Nang,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,3/10/2025,8/31/2025
J0767,Marketing Specialist,Hanoi,"Python, SQL, Power BI",Design and execute marketing campaigns.,2/12/2025,9/8/2025
J0768,Software Engineer,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Analyze data and visualize results.,3/3/2025,8/20/2025
J0769,Software Engineer,Ho Chi Minh,"Python, SQL, Power BI",Analyze data and visualize results.,1/3/2025,8/20/2025
J0770,Data Scientist,Hanoi,"Machine Learning, Python, Data Visualization",Analyze data and visualize results.,3/18/2025,6/18/2025
J0771,Software Engineer,Hanoi,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,1/12/2025,7/8/2025
J0772,Data Analyst,Hanoi,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,2/1/2025,9/5/2025
J0773,Marketing Specialist,Hanoi,"Leadership, Project Planning, Excel",Analyze data and visualize results.,1/10/2025,6/20/2025
J0774,Project Manager,Ho Chi Minh,"Java, SQL, Communication",Manage project timelines and coordinate teams.,4/9/2025,7/28/2025
J0775,Marketing Specialist,Hanoi,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,3/21/2025,9/2/2025
J0776,Data Scientist,Hanoi,"Java, SQL, Communication",Analyze data and visualize results.,2/17/2025,7/24/2025
J0777,Software Engineer,Ho Chi Minh,"Leadership, Project Planning, Excel",Analyze data and visualize results.,3/18/2025,7/19/2025
J0778,Software Engineer,Ho Chi Minh,"Java, SQL, Communication",Develop predictive models and report insights.,1/4/2025,9/7/2025
J0779,Data Analyst,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,1/12/2025,9/9/2025
J0780,Software Engineer,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,2/10/2025,7/8/2025
J0781,Data Scientist,Da Nang,"Python, SQL, Power BI",Design and execute marketing campaigns.,2/10/2025,6/14/2025
J0782,Data Scientist,Da Nang,"Java, SQL, Communication",Design and execute marketing campaigns.,3/4/2025,8/5/2025
J0783,Project Manager,Da Nang,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,1/13/2025,6/11/2025
J0784,Marketing Specialist,Da Nang,"Python, SQL, Power BI",Develop backend systems and maintain performance.,4/1/2025,6/11/2025
J0785,Marketing Specialist,Ho Chi Minh,"Java, SQL, Communication",Analyze data and visualize results.,3/11/2025,6/18/2025
J0786,Marketing Specialist,Da Nang,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,1/9/2025,7/15/2025
J0787,Project Manager,Hanoi,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,1/7/2025,7/7/2025
J0788,Project Manager,Hanoi,"Java, SQL, Communication",Develop predictive models and report insights.,3/21/2025,7/16/2025
J0789,Project Manager,Hanoi,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,3/17/2025,8/31/2025
J0790,Data Analyst,Da Nang,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,1/14/2025,8/31/2025
J0791,Project Manager,Da Nang,"Java, SQL, Communication",Design and execute marketing campaigns.,1/23/2025,6/17/2025
J0792,Software Engineer,Hanoi,"Java, SQL, Communication",Analyze data and visualize results.,1/7/2025,9/4/2025
J0793,Data Analyst,Da Nang,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,2/6/2025,8/3/2025
J0794,Software Engineer,Ho Chi Minh,"Python, SQL, Power BI",Analyze data and visualize results.,1/24/2025,6/15/2025
J0795,Marketing Specialist,Da Nang,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,3/2/2025,8/6/2025
J0796,Data Scientist,Hanoi,"Python, SQL, Power BI",Develop predictive models and report insights.,2/11/2025,6/18/2025
J0797,Marketing Specialist,Hanoi,"Python, SQL, Power BI",Develop backend systems and maintain performance.,4/1/2025,6/1/2025
J0798,Project Manager,Da Nang,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,3/10/2025,7/14/2025
J0799,Data Scientist,Da Nang,"Java, SQL, Communication",Analyze data and visualize results.,2/12/2025,8/17/2025
J0800,Marketing Specialist,Hanoi,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,2/4/2025,6/24/2025
J0801,Data Analyst,Hanoi,"Python, SQL, Power BI",Analyze data and visualize results.,3/3/2025,9/5/2025
J0802,Project Manager,Da Nang,"Leadership, Project Planning, Excel",Manage project timelines and coordinate teams.,3/21/2025,8/7/2025
J0803,Marketing Specialist,Da Nang,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,1/13/2025,7/23/2025
J0804,Data Scientist,Hanoi,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,3/25/2025,7/22/2025
J0805,Software Engineer,Hanoi,"Java, SQL, Communication",Manage project timelines and coordinate teams.,3/6/2025,6/27/2025
J0806,Marketing Specialist,Hanoi,"Java, SQL, Communication",Manage project timelines and coordinate teams.,2/14/2025,7/11/2025
J0807,Data Analyst,Hanoi,"Leadership, Project Planning, Excel",Analyze data and visualize results.,2/2/2025,7/30/2025
J0808,Data Scientist,Hanoi,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,3/17/2025,8/16/2025
J0809,Marketing Specialist,Hanoi,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,3/25/2025,8/29/2025
J0810,Software Engineer,Hanoi,"Java, SQL, Communication",Analyze data and visualize results.,1/8/2025,6/8/2025
J0811,Project Manager,Da Nang,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,1/28/2025,6/5/2025
J0812,Project Manager,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,2/19/2025,8/4/2025
J0813,Project Manager,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,3/28/2025,7/7/2025
J0814,Data Scientist,Da Nang,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,1/30/2025,6/29/2025
J0815,Software Engineer,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,1/1/2025,6/15/2025
J0816,Software Engineer,Da Nang,"Java, SQL, Communication",Develop predictive models and report insights.,1/30/2025,6/3/2025
J0817,Marketing Specialist,Da Nang,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,3/1/2025,8/12/2025
J0818,Project Manager,Da Nang,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,2/17/2025,6/5/2025
J0819,Data Scientist,Da Nang,"Java, SQL, Communication",Analyze data and visualize results.,2/4/2025,6/7/2025
J0820,Project Manager,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,3/29/2025,7/11/2025
J0821,Project Manager,Da Nang,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,1/14/2025,9/8/2025
J0822,Marketing Specialist,Hanoi,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,4/3/2025,8/2/2025
J0823,Marketing Specialist,Da Nang,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,2/19/2025,7/18/2025
